2.077000000000000000e+03,1.761000000000000000e+03
2.077000000000000000e+03,1.762000000000000000e+03
2.077000000000000000e+03,1.762000000000000000e+03
2.076000000000000000e+03,1.762000000000000000e+03
4.465000000000000000e+03,1.733000000000000000e+03
2.095000000000000000e+03,1.761000000000000000e+03
2.078000000000000000e+03,1.762000000000000000e+03
2.820000000000000000e+03,1.499000000000000000e+03
2.820000000000000000e+03,1.501000000000000000e+03
5.132000000000000000e+03,1.868000000000000000e+03
3.738000000000000000e+03,2.454000000000000000e+03
3.060000000000000000e+03,1.499000000000000000e+03
2.816000000000000000e+03,1.482000000000000000e+03
