-1.524086459539830685e-03,6.324365967884659767e-04,1.530449138954281807e-03,6.724889390170574188e-04,6.893150042742490768e-03,1.836689072661101818e-03,6.893150042742490768e-03,2.459875773638486862e-03,-4.367606248706579208e-03,1.706570270471274853e-03,4.680756013840436935e-03,2.819839632138609886e-03,-8.267381344921886921e-04,-1.442410575691610575e-04,1.041730516590178013e-03,3.615651221480220556e-04,-9.887758642435073853e-03,2.156864153221249580e-03,9.953948669135570526e-03,2.335604978725314140e-03,2.678993344306945801e-01,2.022478133440017700e-01,2.733125388622283936e-01,2.036069184541702271e-01,-1.793630123138427734e-01,3.251225650310516357e-01,2.351562678813934326e-01,3.251225650310516357e-01,4.969972651451826096e-04,4.717347398400306702e-02,4.343003034591674805e-02,4.717851057648658752e-02,-6.328050047159194946e-03,1.581901335157454014e-03,6.738389842212200165e-03,1.928107463754713535e-03,2.565314173698425293e-01,-1.814628243446350098e-01,2.772422134876251221e-01,1.886963248252868652e-01,-1.473834812641143799e-01,-3.105734288692474365e-01,1.890663206577301025e-01,3.105734288692474365e-01,2.441949909552931786e-03,-3.501707687973976135e-02,3.519390523433685303e-02,3.553358092904090881e-02,-5.790260038338601589e-04,-1.861104647105094045e-05,7.511408184655010700e-04,3.082775510847568512e-04,6.935596466064453125e-04,-1.624393975362181664e-03,8.144794963300228119e-03,4.128315020352602005e-03,-3.224706742912530899e-03,-3.989229910075664520e-03,4.792026709765195847e-03,4.368334542959928513e-03,1.795441377907991409e-03,-1.474627875722944736e-03,2.859788015484809875e-03,1.489783287979662418e-03
9.171132696792483330e-04,1.666975731495767832e-04,1.133388490416109562e-03,6.368502508848905563e-04,1.977257989346981049e-02,1.100455224514007568e-02,2.026069909334182739e-02,1.605588383972644806e-02,-7.320323027670383453e-03,1.352205593138933182e-02,3.022346273064613342e-02,3.252306208014488220e-02,-1.740386360324919224e-03,3.657413879409432411e-03,2.002952620387077332e-03,4.106252454221248627e-03,1.398448180407285690e-02,3.172792494297027588e-03,1.419207919389009476e-02,5.154277663677930832e-03,3.576731681823730469e-01,1.317658573389053345e-01,3.576731681823730469e-01,1.884708255529403687e-01,-3.223601877689361572e-01,1.194946691393852234e-01,3.703075051307678223e-01,1.902498155832290649e-01,7.426054798997938633e-04,-1.456037070602178574e-02,1.688129268586635590e-02,3.475175052881240845e-02,4.846552852541208267e-03,5.470464471727609634e-03,5.955070722848176956e-03,1.691235415637493134e-02,1.957496404647827148e-01,-2.467692941427230835e-01,2.219563126564025879e-01,2.528208196163177490e-01,-1.535421460866928101e-01,-2.229494601488113403e-01,1.793619394302368164e-01,2.733999192714691162e-01,-6.059351377189159393e-03,-2.588955219835042953e-03,1.045318413525819778e-02,2.866482920944690704e-02,-3.227779816370457411e-04,-7.979625370353460312e-04,3.954803105443716049e-04,1.117076375521719456e-03,1.324552693404257298e-03,-6.049442104995250702e-03,2.862515626475214958e-03,6.566517055034637451e-03,1.469756127335131168e-03,-7.213351316750049591e-03,3.564739366993308067e-03,8.115245029330253601e-03,9.316684445366263390e-04,-1.449489809601800516e-05,1.066587632521986961e-03,5.032052868045866489e-04
1.071366830728948116e-03,5.000192322768270969e-04,1.187669578939676285e-03,9.309225133620202541e-04,2.028631605207920074e-02,1.137935649603605270e-02,2.029661834239959717e-02,1.833478175103664398e-02,-7.715461309999227524e-03,-4.364477470517158508e-03,2.577219158411026001e-02,3.153234720230102539e-02,-3.815270611084997654e-04,6.057669874280691147e-03,2.476114546880125999e-03,6.092087365686893463e-03,1.612634770572185516e-02,3.011593362316489220e-03,1.614873483777046204e-02,4.608992952853441238e-03,3.478354811668395996e-01,1.158551499247550964e-01,3.539344668388366699e-01,1.601100414991378784e-01,-3.502084016799926758e-01,1.442800611257553101e-01,3.712249696254730225e-01,1.748731732368469238e-01,8.136867545545101166e-03,-1.622265018522739410e-02,1.758536696434020996e-02,2.442338317632675171e-02,5.950828548520803452e-03,4.287500865757465363e-03,7.547253742814064026e-03,1.263765152543783188e-02,1.961747705936431885e-01,-2.458262145519256592e-01,2.322198897600173950e-01,2.475321441888809204e-01,-1.606828421354293823e-01,-2.258728891611099243e-01,1.743497401475906372e-01,2.731441557407379150e-01,-5.962032591924071312e-04,-4.591353703290224075e-03,1.180636137723922729e-02,3.137731552124023438e-02,-4.247492761351168156e-04,-1.928227022290229797e-03,5.009772721678018570e-04,2.051187679171562195e-03,1.621330389752984047e-03,-1.062233652919530869e-02,3.223484149202704430e-03,1.087957993149757385e-02,8.762755169300362468e-05,-1.175090949982404709e-02,4.998621530830860138e-03,1.207995135337114334e-02,9.188292897306382656e-04,1.884388766484335065e-04,9.281916427426040173e-04,3.787422319874167442e-04
1.788828056305646896e-03,2.098728902637958527e-03,2.200029557570815086e-03,2.338574035093188286e-03,1.070806290954351425e-02,5.484877619892358780e-03,1.572981290519237518e-02,1.247810665518045425e-02,-1.226328220218420029e-02,1.275565882679075003e-04,2.556625381112098694e-02,2.241854928433895111e-02,-9.196444880217313766e-04,2.425982384011149406e-04,9.402150171808898449e-04,4.195967921987175941e-04,8.276721462607383728e-03,-4.476178903132677078e-03,8.328486233949661255e-03,6.095034535974264145e-03,1.808277368545532227e-01,2.173516452312469482e-01,1.975641250610351562e-01,2.515624761581420898e-01,-1.175935640931129456e-01,2.399316877126693726e-01,1.699794530868530273e-01,3.151749968528747559e-01,-3.291776403784751892e-02,-2.658008306752890348e-04,3.291776403784751892e-02,1.581589505076408386e-02,7.682314389967359602e-06,-4.009928088635206223e-03,5.482134409248828888e-03,1.352484803646802902e-02,2.439363300800323486e-01,-2.290269434452056885e-01,2.439363300800323486e-01,3.521165251731872559e-01,-2.142593562602996826e-01,-2.698515653610229492e-01,2.232421934604644775e-01,3.836376965045928955e-01,-1.093659922480583191e-02,-1.946512260474264622e-03,1.099046971648931503e-02,1.022083405405282974e-02,-3.131139674223959446e-04,1.833249232731759548e-03,5.585519829764962196e-04,2.714438829571008682e-03,3.517027013003826141e-03,1.302178669720888138e-02,6.257159169763326645e-03,3.120050951838493347e-02,-7.045491598546504974e-03,2.754974877461791039e-03,7.888390682637691498e-03,2.315444312989711761e-02,-4.666436288971453905e-04,-2.596605918370187283e-04,4.858026513829827309e-04,1.783365849405527115e-03
-4.352242685854434967e-03,-2.106570173054933548e-03,1.728641241788864136e-02,2.159907715395092964e-03,4.527503997087478638e-02,4.777602385729551315e-03,5.841367319226264954e-02,1.390629354864358902e-02,-4.013563692569732666e-02,-5.805063061416149139e-03,4.288160800933837891e-02,7.499668747186660767e-03,9.411139413714408875e-03,-2.678806427866220474e-03,1.226366963237524033e-02,5.653060507029294968e-03,-3.202654793858528137e-02,6.066261325031518936e-03,1.091249436140060425e-01,1.475182734429836273e-02,1.089582964777946472e-01,2.906313538551330566e-02,3.151777982711791992e-01,2.801542580127716064e-01,1.588876359164714813e-02,-8.697575330734252930e-02,3.900957405567169189e-01,2.413295656442642212e-01,8.971579372882843018e-03,-3.513926640152931213e-04,6.164041534066200256e-02,2.215803414583206177e-02,4.202326387166976929e-02,1.226365566253662109e-02,4.613298177719116211e-02,1.306340005248785019e-02,-3.170970678329467773e-01,-1.548374630510807037e-02,3.505896627902984619e-01,5.086479336023330688e-02,2.311615496873855591e-01,4.754824936389923096e-02,4.744045734405517578e-01,1.915574073791503906e-01,-1.520781219005584717e-02,-3.515764139592647552e-03,6.051156297326087952e-02,4.034058749675750732e-02,4.062080290168523788e-03,-1.264980062842369080e-03,6.384416949003934860e-03,3.146065166220068932e-03,-2.020559273660182953e-02,2.029664628207683563e-02,5.255711078643798828e-02,4.402603581547737122e-02,1.536192093044519424e-02,4.287900403141975403e-03,6.131432205438613892e-02,2.488354220986366272e-02,-4.989231005311012268e-03,1.490012509748339653e-03,8.794568479061126709e-03,5.458770785480737686e-03
-2.284057700308039784e-04,-3.318770322948694229e-04,4.343307809904217720e-04,3.318770322948694229e-04,2.344972826540470123e-02,-6.821177434176206589e-03,2.503771148622035980e-02,7.027065381407737732e-03,-1.335490308701992035e-02,4.242990165948867798e-03,1.335490308701992035e-02,7.230732589960098267e-03,-5.878069205209612846e-04,3.603919467423111200e-04,8.547306060791015625e-04,1.612895284779369831e-03,6.020902073942124844e-04,7.243332802318036556e-04,3.050284227356314659e-03,1.176586607471108437e-03,3.819327354431152344e-01,1.502154469490051270e-01,3.819327354431152344e-01,1.563774645328521729e-01,-2.927341759204864502e-01,1.469337046146392822e-01,3.005450367927551270e-01,1.750534921884536743e-01,1.277581229805946350e-02,-4.182276781648397446e-03,3.568786010146141052e-02,3.037424944341182709e-02,1.862083445303142071e-03,2.004706533625721931e-03,3.817169461399316788e-03,2.138842828571796417e-03,2.870967388153076172e-01,-1.929948180913925171e-01,2.870967388153076172e-01,2.095561176538467407e-01,-1.543572694063186646e-01,-1.443062573671340942e-01,2.276992499828338623e-01,2.889522910118103027e-01,-2.466053515672683716e-02,1.234786002896726131e-03,2.529823035001754761e-02,1.397418882697820663e-02,2.245129289804026484e-04,-3.138714237138628960e-04,5.185793852433562279e-04,3.151511773467063904e-04,3.535842988640069962e-03,-4.847958683967590332e-03,3.771621035411953926e-03,5.009942688047885895e-03,1.649501733481884003e-02,-3.882784862071275711e-03,3.069956414401531219e-02,9.315023198723793030e-03,-2.736069727689027786e-03,-2.174470108002424240e-03,2.741674426943063736e-03,2.360232174396514893e-03
-1.731544849462807178e-03,-1.114037935622036457e-03,1.885678619146347046e-03,1.202633138746023178e-03,1.678721979260444641e-03,1.190262031741440296e-03,2.220911905169487000e-02,1.643763668835163116e-02,2.285444876179099083e-03,2.665141411125659943e-02,1.347180455923080444e-02,3.706208616495132446e-02,1.837480813264846802e-03,9.117812733165919781e-04,3.298024414107203484e-03,1.756946905516088009e-03,-1.231078989803791046e-02,-5.019726231694221497e-03,1.231078989803791046e-02,5.028064362704753876e-03,-2.879056520760059357e-02,-1.792360991239547729e-01,3.416137695312500000e-01,2.095780074596405029e-01,1.247808560729026794e-01,-1.604216843843460083e-01,2.059280425310134888e-01,2.211530804634094238e-01,-5.474003031849861145e-02,-2.560073696076869965e-02,7.190386205911636353e-02,3.055632300674915314e-02,-2.979067899286746979e-02,-2.821120433509349823e-02,2.979067899286746979e-02,2.821120433509349823e-02,-1.246221438050270081e-01,-7.379643619060516357e-02,5.510333180427551270e-01,7.813740521669387817e-02,3.195341527462005615e-01,5.932611972093582153e-02,4.345893263816833496e-01,9.155518561601638794e-02,-4.333980381488800049e-02,8.461908437311649323e-03,7.831332087516784668e-02,3.032234683632850647e-02,-2.836097264662384987e-03,-5.588801577687263489e-04,2.863726345822215080e-03,5.636251880787312984e-04,1.128133758902549744e-02,3.048200346529483795e-02,6.283114105463027954e-02,3.362395986914634705e-02,1.221773494035005569e-02,-3.792990371584892273e-02,6.286748498678207397e-02,5.360138416290283203e-02,-4.761640913784503937e-03,-1.676818588748574257e-03,7.863647304475307465e-03,3.754493547603487968e-03
2.933375944849103689e-04,1.413907193636987358e-05,3.436485130805522203e-04,1.516144839115440845e-04,6.142597272992134094e-02,8.782804012298583984e-03,6.142597272992134094e-02,9.024725295603275299e-03,1.057831011712551117e-02,2.448193030431866646e-03,1.057831011712551117e-02,3.056186251342296600e-03,-1.041178009472787380e-03,-2.174303517676889896e-04,1.080798334442079067e-03,2.174303517676889896e-04,3.098882269114255905e-03,2.679791941773146391e-04,3.103705588728189468e-03,1.361053436994552612e-03,4.546932876110076904e-01,6.289249658584594727e-02,4.546932876110076904e-01,6.393801420927047729e-02,-5.822418257594108582e-02,-1.088263839483261108e-01,6.467124819755554199e-02,1.120273098349571228e-01,-1.351603306829929352e-02,-4.599994793534278870e-02,2.516543678939342499e-02,4.604818299412727356e-02,2.613791497424244881e-03,-3.575446316972374916e-04,2.711656270548701286e-03,7.015481241978704929e-04,2.191336899995803833e-01,-2.041282504796981812e-01,2.191336899995803833e-01,2.041282504796981812e-01,-1.822196394205093384e-01,-3.732164800167083740e-01,1.938708275556564331e-01,3.748991787433624268e-01,3.964290395379066467e-02,6.916616694070398808e-04,4.182546585798263550e-02,4.522840958088636398e-03,1.718903658911585808e-04,-1.181771731353364885e-04,3.273063921369612217e-04,1.889537525130435824e-04,1.060571055859327316e-03,-3.992961428593844175e-04,1.515176030807197094e-03,1.432319288142025471e-03,2.427409403026103973e-03,2.421350800432264805e-04,3.802040824666619301e-03,1.543958205729722977e-03,6.460159085690975189e-03,9.040968725457787514e-04,6.657002028077840805e-03,9.405679302290081978e-04
6.230670987861230969e-05,3.978882887167856097e-05,8.681476901983842254e-05,1.200086844619363546e-04,6.740480661392211914e-02,1.228973735123872757e-02,6.783123314380645752e-02,1.265309285372495651e-02,3.106169635429978371e-03,2.119027543812990189e-03,3.112878417596220970e-03,2.119027543812990189e-03,-6.413165247067809105e-04,-8.365191752091050148e-04,9.072399698197841644e-04,1.017136732116341591e-03,2.166251651942729950e-03,-1.973453210666775703e-03,2.166251651942729950e-03,2.437792951241135597e-03,4.553555846214294434e-01,5.350771546363830566e-02,4.566826522350311279e-01,5.702322721481323242e-02,-1.231938973069190979e-01,-1.600893735885620117e-01,1.263483315706253052e-01,1.635430902242660522e-01,-3.773010894656181335e-02,-4.839946702122688293e-02,3.773010894656181335e-02,4.839946702122688293e-02,1.941729802638292313e-03,-8.315701270475983620e-04,3.255573334172368050e-03,1.991743221879005432e-03,2.251449227333068848e-01,-2.047734111547470093e-01,2.444809377193450928e-01,2.056136429309844971e-01,-2.046713680028915405e-01,-3.150116205215454102e-01,2.057090848684310913e-01,3.150116205215454102e-01,-2.045364119112491608e-03,-3.550008637830615044e-03,2.978432225063443184e-03,4.004045389592647552e-03,8.584962779423221946e-05,-3.752864431589841843e-04,2.288046525791287422e-04,4.077340126968920231e-04,9.440152207389473915e-04,-2.151775173842906952e-03,1.415738021023571491e-03,2.236482454463839531e-03,5.185665213502943516e-04,-1.764849293977022171e-03,1.195289427414536476e-03,1.874979701824486256e-03,-2.821230918925721198e-05,-2.680032048374414444e-04,1.355009299004450440e-04,2.686168008949607611e-04
3.056454006582498550e-04,8.511063060723245144e-04,5.915940273553133011e-04,8.586042094975709915e-04,-1.096633030101656914e-03,3.182525560259819031e-02,1.564393006265163422e-02,3.182525560259819031e-02,-2.025196561589837074e-03,7.850873284041881561e-03,1.782795228064060211e-02,1.004740130156278610e-02,4.671927890740334988e-04,1.569409869262017310e-05,1.962538342922925949e-03,4.033438162878155708e-04,-8.600577712059020996e-03,2.154116705060005188e-02,2.345463447272777557e-02,2.154116705060005188e-02,2.817988097667694092e-01,1.059672608971595764e-01,3.309779167175292969e-01,1.664369851350784302e-01,-2.716723382472991943e-01,2.073976546525955200e-01,4.253492653369903564e-01,2.216433882713317871e-01,1.233877701452001929e-04,4.960515536367893219e-03,2.552636526525020599e-02,6.855722516775131226e-03,-5.419403314590454102e-03,-1.706540398299694061e-02,1.563435234129428864e-02,1.864047907292842865e-02,2.160881608724594116e-01,-1.790388077497482300e-01,2.502528429031372070e-01,1.956069171428680420e-01,-2.055897563695907593e-01,-2.450219094753265381e-01,2.758887112140655518e-01,2.450219094753265381e-01,-5.864668171852827072e-03,-4.994743503630161285e-03,2.220915630459785461e-02,5.199362058192491531e-03,3.277381765656173229e-04,-8.526204619556665421e-04,9.035431430675089359e-04,9.071736130863428116e-04,-6.590500939637422562e-03,-5.742781795561313629e-03,1.919923350214958191e-02,7.135049439966678619e-03,-1.139870611950755119e-03,-2.058937679976224899e-03,8.896638639271259308e-03,6.133854389190673828e-03,-3.607113903854042292e-04,8.277830784209072590e-05,1.954357605427503586e-03,3.291384200565516949e-04
