4.924800781250000000e+03,2.108851562500000000e+03
4.919409667968750000e+03,2.117560791015625000e+03
4.921344238281250000e+03,2.113344238281250000e+03
4.918580078125000000e+03,2.276813232421875000e+03
4.920653320312500000e+03,2.119219482421875000e+03
4.924386230468750000e+03,2.110095947265625000e+03
4.920902832031250000e+03,2.281292480468750000e+03
4.920000000000000000e+03,2.118000000000000000e+03
4.924800292968750000e+03,2.106000000000000000e+03
4.918580078125000000e+03,2.280960205078125000e+03
4.924800292968750000e+03,2.106719970703125000e+03
4.916921386718750000e+03,2.281790039062500000e+03
4.920902832031250000e+03,2.117063232421875000e+03
2.120400146484375000e+03,2.305200195312500000e+03
4.921920410156250000e+03,2.113920166015625000e+03
2.034000000000000000e+03,3.045000000000000000e+03
4.155000000000000000e+03,1.863000000000000000e+03
1.189200073242187500e+03,1.766400024414062500e+03
4.917888671875000000e+03,2.280960205078125000e+03
5.030554199218750000e+03,2.198016357421875000e+03
5.044000000000000000e+03,1.911000000000000000e+03
4.922000000000000000e+03,2.114000000000000000e+03
4.921200195312500000e+03,2.114400146484375000e+03
4.917888671875000000e+03,2.277504150390625000e+03
4.302000000000000000e+03,1.963000000000000000e+03
5.043600097656250000e+03,1.910400024414062500e+03
4.925000000000000000e+03,2.106000000000000000e+03
4.406400390625000000e+03,1.914624145507812500e+03
5.032800292968750000e+03,2.198880126953125000e+03
4.920479980468750000e+03,2.118239990234375000e+03
5.127840332031250000e+03,1.735200073242187500e+03
4.923889160156250000e+03,2.266362548828125000e+03
4.919000000000000000e+03,2.117000000000000000e+03
1.192000000000000000e+03,1.768000000000000000e+03
2.604441894531250000e+03,1.804032226562500000e+03
4.144546875000000000e+03,1.854296508789062500e+03
4.864000000000000000e+03,2.400000000000000000e+03
1.140000000000000000e+03,1.589000000000000000e+03
1.632000122070312500e+02,2.980800048828125000e+03
1.140480102539062500e+03,1.584230590820312500e+03
2.869200195312500000e+03,2.596800048828125000e+03
4.917600097656250000e+03,2.282400146484375000e+03
1.162080078125000000e+03,1.782720092773437500e+03
4.274934570312500000e+03,1.970749877929687500e+03
3.549000000000000000e+03,3.021000000000000000e+03
4.921897949218750000e+03,2.269348388671875000e+03
4.920000000000000000e+03,2.270000000000000000e+03
9.396000366210937500e+02,1.849200073242187500e+03
4.920479980468750000e+03,2.272320068359375000e+03
1.163289794921875000e+03,1.783296264648437500e+03
4.381932617187500000e+03,1.928448486328125000e+03
4.115682128906250000e+03,1.831403930664062500e+03
1.140480102539062500e+03,1.571040039062500000e+03
1.133000000000000000e+03,1.513000000000000000e+03
