2.983757324218750000e+03,1.801207763671875000e+03,1.300000000000000000e+01
3.023473632812500000e+03,1.837574584960937500e+03,3.300000000000000000e+01
3.023594726562500000e+03,1.837762207031250000e+03,2.900000000000000000e+01
4.013507995605468750e+02,1.734630615234375000e+03,3.300000000000000000e+01
4.860016113281250000e+03,2.060318847656250000e+03,2.190000000000000000e+02
3.092738281250000000e+03,1.934133544921875000e+03,1.900000000000000000e+01
4.646712890625000000e+03,2.187189453125000000e+03,2.310000000000000000e+02
4.687832519531250000e+03,2.580293945312500000e+03,3.200000000000000000e+01
3.869758789062500000e+03,2.272384765625000000e+03,8.900000000000000000e+01
4.010417785644531250e+02,1.734311767578125000e+03,3.000000000000000000e+01
5.156680664062500000e+03,2.341569091796875000e+03,2.600000000000000000e+01
5.155617187500000000e+03,2.341874267578125000e+03,3.000000000000000000e+01
4.688604980468750000e+03,2.580207031250000000e+03,2.900000000000000000e+01
3.881536376953125000e+03,2.273244873046875000e+03,1.120000000000000000e+02
4.690960449218750000e+03,2.580014648437500000e+03,2.300000000000000000e+01
3.886966064453125000e+03,2.273825683593750000e+03,1.290000000000000000e+02
4.681376464843750000e+03,2.580453613281250000e+03,4.600000000000000000e+01
4.317918945312500000e+03,1.927300048828125000e+03,2.310000000000000000e+02
4.533426757812500000e+03,1.974901367187500000e+03,2.340000000000000000e+02
4.741164062500000000e+03,2.079257080078125000e+03,2.310000000000000000e+02
4.675302246093750000e+03,2.580500244140625000e+03,5.800000000000000000e+01
4.994327636718750000e+03,1.844245605468750000e+03,2.020000000000000000e+02
4.663217285156250000e+03,2.579096923828125000e+03,8.600000000000000000e+01
4.781789062500000000e+03,1.971389770507812500e+03,1.850000000000000000e+02
4.582642089843750000e+03,1.787629150390625000e+03,1.900000000000000000e+02
3.973705566406250000e+03,2.108786621093750000e+03,4.200000000000000000e+01
4.803950195312500000e+03,2.181017089843750000e+03,2.180000000000000000e+02
4.896148925781250000e+03,1.823733398437500000e+03,1.870000000000000000e+02
1.922371337890625000e+03,1.926223266601562500e+03,3.600000000000000000e+01
3.914034423828125000e+03,2.274987792968750000e+03,1.750000000000000000e+02
4.796799804687500000e+03,1.823700561523437500e+03,2.150000000000000000e+02
3.512908447265625000e+03,2.526814941406250000e+03,2.100000000000000000e+01
4.671989746093750000e+03,2.580436035156250000e+03,6.700000000000000000e+01
4.853130371093750000e+03,1.913742553710937500e+03,1.720000000000000000e+02
4.685721679687500000e+03,1.982102539062500000e+03,1.830000000000000000e+02
4.065084228515625000e+03,2.494240966796875000e+03,4.300000000000000000e+01
4.716167480468750000e+03,1.886722778320312500e+03,1.760000000000000000e+02
9.233507690429687500e+02,2.230907226562500000e+03,2.000000000000000000e+01
3.937661132812500000e+03,2.276224853515625000e+03,2.140000000000000000e+02
5.049322265625000000e+03,1.939603149414062500e+03,1.780000000000000000e+02
1.256198242187500000e+03,1.478096069335937500e+03,2.310000000000000000e+02
4.671444335937500000e+03,1.792886474609375000e+03,1.890000000000000000e+02
3.848966552734375000e+03,2.264966064453125000e+03,2.100000000000000000e+01
3.711435852050781250e+02,1.541806640625000000e+03,1.600000000000000000e+01
2.606921142578125000e+03,1.695621215820312500e+03,9.600000000000000000e+01
4.619246093750000000e+03,1.893586181640625000e+03,2.020000000000000000e+02
1.257953125000000000e+03,1.496761718750000000e+03,1.760000000000000000e+02
1.234141723632812500e+03,1.510065063476562500e+03,9.400000000000000000e+01
4.436142578125000000e+03,1.770815917968750000e+03,2.010000000000000000e+02
4.367591796875000000e+03,1.953732055664062500e+03,5.900000000000000000e+01
4.420596679687500000e+03,2.224402099609375000e+03,6.000000000000000000e+01
6.824336242675781250e+01,1.887021606445312500e+03,1.140000000000000000e+02
3.978567626953125000e+03,1.779281372070312500e+03,2.200000000000000000e+01
4.365949218750000000e+03,1.953356445312500000e+03,6.500000000000000000e+01
5.020767089843750000e+03,2.365939208984375000e+03,2.200000000000000000e+01
3.914054199218750000e+03,1.635321166992187500e+03,6.100000000000000000e+01
1.350834838867187500e+03,1.591473876953125000e+03,2.150000000000000000e+02
4.661138000488281250e+02,1.598313964843750000e+03,2.210000000000000000e+02
4.764202148437500000e+03,2.256246093750000000e+03,1.900000000000000000e+01
4.574121093750000000e+03,2.616585937500000000e+03,8.300000000000000000e+01
4.620836914062500000e+03,1.707498291015625000e+03,1.260000000000000000e+02
4.789535156250000000e+03,2.254849121093750000e+03,2.100000000000000000e+01
3.914239746093750000e+03,1.635614990234375000e+03,6.100000000000000000e+01
4.396586914062500000e+03,2.224116210937500000e+03,1.250000000000000000e+02
4.989815917968750000e+03,2.073335205078125000e+03,1.720000000000000000e+02
3.665155761718750000e+03,1.706657348632812500e+03,1.220000000000000000e+02
3.663632812500000000e+03,1.707573608398437500e+03,1.140000000000000000e+02
4.188646972656250000e+03,2.022473510742187500e+03,1.720000000000000000e+02
4.200458496093750000e+03,2.031132690429687500e+03,2.210000000000000000e+02
4.942815429687500000e+03,1.917286132812500000e+03,1.850000000000000000e+02
4.874598632812500000e+03,2.421746826171875000e+03,1.900000000000000000e+01
3.616202087402343750e+02,1.530868652343750000e+03,2.260000000000000000e+02
5.010923339843750000e+03,1.670099853515625000e+03,1.130000000000000000e+02
5.065023925781250000e+03,2.637094726562500000e+03,2.000000000000000000e+01
3.941445312500000000e+03,2.171262695312500000e+03,2.290000000000000000e+02
3.730172119140625000e+02,1.555350830078125000e+03,1.900000000000000000e+01
2.589158935546875000e+03,1.678548706054687500e+03,2.800000000000000000e+01
1.574346801757812500e+03,1.756689086914062500e+03,4.500000000000000000e+01
5.010922363281250000e+03,1.672547241210937500e+03,1.200000000000000000e+02
3.971698974609375000e+03,2.102023925781250000e+03,2.200000000000000000e+01
3.960493164062500000e+03,2.178591796875000000e+03,1.820000000000000000e+02
2.589483642578125000e+03,1.679044067382812500e+03,3.100000000000000000e+01
4.835440429687500000e+03,1.738425170898437500e+03,1.300000000000000000e+02
5.082962890625000000e+03,2.068685791015625000e+03,1.430000000000000000e+02
1.580230957031250000e+03,1.756065673828125000e+03,3.200000000000000000e+01
4.720120605468750000e+03,1.639111450195312500e+03,2.090000000000000000e+02
3.851959228515625000e+03,2.264674072265625000e+03,3.200000000000000000e+01
3.989830322265625000e+03,2.183670166015625000e+03,1.300000000000000000e+02
5.000314453125000000e+03,2.415508056640625000e+03,2.200000000000000000e+01
1.553087646484375000e+03,1.756796630859375000e+03,9.000000000000000000e+01
4.157938964843750000e+03,1.997978271484375000e+03,4.700000000000000000e+01
4.007037597656250000e+03,2.189165283203125000e+03,9.100000000000000000e+01
4.998387207031250000e+03,2.579477783203125000e+03,2.000000000000000000e+01
1.499238769531250000e+03,1.757565551757812500e+03,2.120000000000000000e+02
1.564815795898437500e+03,1.756710205078125000e+03,6.700000000000000000e+01
3.576522949218750000e+03,1.694858764648437500e+03,1.290000000000000000e+02
4.020560791015625000e+03,2.193854492187500000e+03,6.300000000000000000e+01
2.461948730468750000e+03,9.555900573730468750e+01,1.130000000000000000e+02
4.758474609375000000e+03,1.730083374023437500e+03,1.400000000000000000e+02
2.482703613281250000e+03,4.623494567871093750e+02,1.120000000000000000e+02
4.176207519531250000e+03,2.564343994140625000e+03,2.200000000000000000e+01
5.098546875000000000e+03,2.547053710937500000e+03,1.900000000000000000e+01
2.381106201171875000e+03,1.592861083984375000e+03,1.100000000000000000e+02
4.154791015625000000e+03,2.566401855468750000e+03,3.100000000000000000e+01
4.724609863281250000e+03,2.572134765625000000e+03,1.810000000000000000e+02
4.955470214843750000e+03,1.744777465820312500e+03,1.970000000000000000e+02
4.451022460937500000e+03,2.144247070312500000e+03,2.200000000000000000e+01
2.485216064453125000e+03,4.668048400878906250e+02,1.260000000000000000e+02
5.124885742187500000e+03,2.278401367187500000e+03,3.400000000000000000e+01
4.019521484375000000e+03,1.151403961181640625e+02,1.270000000000000000e+02
2.318815185546875000e+03,1.297760375976562500e+03,5.200000000000000000e+01
2.462847656250000000e+03,9.171356201171875000e+01,1.270000000000000000e+02
4.347091308593750000e+03,1.628188598632812500e+03,1.230000000000000000e+02
6.269212341308593750e+01,2.644964599609375000e+03,7.900000000000000000e+01
3.099773193359375000e+03,1.711911621093750000e+03,1.280000000000000000e+02
2.370758789062500000e+03,1.089606094360351562e+02,1.250000000000000000e+02
5.112899902343750000e+03,2.020243530273437500e+03,1.110000000000000000e+02
4.346764648437500000e+03,1.628381469726562500e+03,1.140000000000000000e+02
5.021235839843750000e+03,2.630807617187500000e+03,2.400000000000000000e+01
4.901520019531250000e+03,2.145838867187500000e+03,1.640000000000000000e+02
