3.968871337890625000e+03,2.097654296875000000e+03
3.965387695312500000e+03,2.108105224609375000e+03
4.694976562500000000e+03,2.579904296875000000e+03
3.842381347656250000e+03,2.276813232421875000e+03
3.963894775390625000e+03,2.110095947265625000e+03
3.970165527343750000e+03,2.099744628906250000e+03
3.844754150390625000e+03,2.278903564453125000e+03
3.964320068359375000e+03,2.108160156250000000e+03
3.970080078125000000e+03,2.096640136718750000e+03
3.844455322265625000e+03,2.276813232421875000e+03
3.970944335937500000e+03,2.097792236328125000e+03
3.842962402343750000e+03,2.275320312500000000e+03
3.966582275390625000e+03,2.114077392578125000e+03
9.210241088867187500e+02,2.229120117187500000e+03
3.964032470703125000e+03,2.108160156250000000e+03
2.424000000000000000e+03,2.921000000000000000e+03
4.696704589843750000e+03,1.926374633789062500e+03
4.180000000000000000e+02,1.719000000000000000e+03
3.841344482421875000e+03,2.275776123046875000e+03
4.045412353515625000e+03,2.200073730468750000e+03
4.902000000000000000e+03,1.678000000000000000e+03
3.966000000000000000e+03,2.105000000000000000e+03
3.966000244140625000e+03,2.104800048828125000e+03
3.841344482421875000e+03,2.270592285156250000e+03
4.993920410156250000e+03,2.021760131835937500e+03
4.826304687500000000e+03,2.116800292968750000e+03
3.970000000000000000e+03,2.095000000000000000e+03
3.037000000000000000e+03,1.806000000000000000e+03
4.047667724609375000e+03,2.200089843750000000e+03
4.694400390625000000e+03,2.579040039062500000e+03
5.059452636718750000e+03,2.096161376953125000e+03
4.173120605468750000e+03,2.566080322265625000e+03
3.963600097656250000e+03,2.108400146484375000e+03
3.023000000000000000e+03,1.844000000000000000e+03
1.209323852539062500e+03,1.443225952148437500e+03
5.121600097656250000e+03,1.989600097656250000e+03
3.028320068359375000e+03,1.837440063476562500e+03
3.036000000000000000e+03,1.806000122070312500e+03
3.510000000000000000e+03,2.524000000000000000e+03
3.957120361328125000e+02,1.736640136718750000e+03
3.509568359375000000e+03,2.524608154296875000e+03
3.840000244140625000e+03,2.276400146484375000e+03
3.960000305175781250e+02,1.736640014648437500e+03
3.092982421875000000e+03,1.933425048828125000e+03
2.426400146484375000e+03,2.920800048828125000e+03
3.844455322265625000e+03,2.264371826171875000e+03
3.844000000000000000e+03,2.265000000000000000e+03
4.690981933593750000e+03,2.576904785156250000e+03
3.844800292968750000e+03,2.265408203125000000e+03
3.960576477050781250e+02,1.735603393554687500e+03
4.610857910156250000e+03,1.741824462890625000e+03
2.983496337890625000e+03,1.801544067382812500e+03
3.696000061035156250e+02,1.542000122070312500e+03
3.711744384765625000e+02,1.540685058593750000e+03
3.690000000000000000e+02,1.542000000000000000e+03
4.174157226562500000e+03,1.461888183593750000e+03
1.219276977539062500e+03,1.441152221679687500e+03
3.971359863281250000e+02,1.734857177734375000e+03
3.750000000000000000e+02,1.554000000000000000e+03
3.679200195312500000e+03,2.391600097656250000e+03
4.060800170898437500e+02,1.733760009765625000e+03
3.844800048828125000e+03,2.265120117187500000e+03
4.377453613281250000e+03,1.955820068359375000e+03
3.090494384765625000e+03,1.931932128906250000e+03
4.174560058593750000e+03,1.460160034179687500e+03
3.091392333984375000e+03,1.937088134765625000e+03
3.628800659179687500e+02,1.488844970703125000e+03
4.608000000000000000e+03,1.740000122070312500e+03
3.087600097656250000e+03,1.948800048828125000e+03
3.844454833984375000e+03,2.264371582031250000e+03
1.923264160156250000e+03,1.900800170898437500e+03
3.960000305175781250e+02,1.736400024414062500e+03
4.148030273437500000e+03,1.990656494140625000e+03
1.562000000000000000e+03,2.514000000000000000e+03
3.020821289062500000e+03,1.833892333984375000e+03
4.607000000000000000e+03,1.739000000000000000e+03
5.024333496093750000e+03,1.793664306640625000e+03
3.839000000000000000e+03,2.276000000000000000e+03
4.051814941406250000e+03,2.598221191406250000e+03
5.076174316406250000e+03,2.102133300781250000e+03
4.879099121093750000e+03,1.875198486328125000e+03
4.033440185546875000e+03,2.594880126953125000e+03
3.956429748535156250e+02,1.736847778320312500e+03
5.063731933593750000e+03,1.889049926757812500e+03
1.293600097656250000e+03,1.435200073242187500e+03
4.064256591796875000e+02,1.733529785156250000e+03
3.740000000000000000e+02,1.541000000000000000e+03
3.087360107421875000e+03,1.948320068359375000e+03
9.204000244140625000e+02,2.229600097656250000e+03
4.707360351562500000e+03,1.931040039062500000e+03
4.378648437500000000e+03,1.960000488281250000e+03
3.749760437011718750e+02,1.553472167968750000e+03
2.586816162109375000e+03,1.672704101562500000e+03
4.510080566406250000e+03,2.009664184570312500e+03
3.510000244140625000e+03,2.524800048828125000e+03
3.093811523437500000e+03,1.932595458984375000e+03
3.092000000000000000e+03,1.933000000000000000e+03
3.008400146484375000e+03,1.813200073242187500e+03
3.092000000000000000e+03,1.938000000000000000e+03
3.518000000000000000e+03,2.526000000000000000e+03
2.985000000000000000e+03,1.801000000000000000e+03
3.744000244140625000e+02,1.553760009765625000e+03
3.780000000000000000e+02,1.721000000000000000e+03
4.760640625000000000e+03,2.255040283203125000e+03
2.982240234375000000e+03,1.811520019531250000e+03
3.643200073242187500e+02,1.488960083007812500e+03
3.094800048828125000e+03,1.932000122070312500e+03
4.190400390625000000e+03,2.561760009765625000e+03
4.181760253906250000e+02,1.719360107421875000e+03
3.510605224609375000e+03,2.525645263671875000e+03
4.049000000000000000e+03,2.604000000000000000e+03
3.008160156250000000e+03,1.812960083007812500e+03
2.385600097656250000e+03,2.736000000000000000e+03
3.013356201171875000e+03,1.826427368164062500e+03
3.012941162109375000e+03,1.826841796875000000e+03
5.004000000000000000e+03,2.024640136718750000e+03
5.140000000000000000e+03,2.200000000000000000e+03
1.291438354492187500e+03,1.438249267578125000e+03
2.982000000000000000e+03,1.800000122070312500e+03
5.017200195312500000e+03,2.365200195312500000e+03
4.042000000000000000e+03,1.636000000000000000e+03
2.984256347656250000e+03,1.800576171875000000e+03
